Total Nacional;Comunidades y Ciudades Autónomas;Sexo;Edad (grupos quinquenales);Tipo de dato;Periodo;Total
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM28;234
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM27;239
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM26;256
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM25;271
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM24;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM23;238
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM22;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM21;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM20;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM19;227
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM18;229
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM17;247
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM16;257
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM15;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM14;288
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM13;325
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM12;297
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM11;328
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM10;335
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM09;307
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM08;324
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM07;318
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM06;301
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM05;339
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM04;334
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM03;374
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM02;408
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2005SM01;376
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM53;348
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM52;316
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM51;289
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM50;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM49;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM48;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM47;292
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM46;311
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM45;287
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM44;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM43;288
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM42;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM41;260
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM40;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM39;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM38;219
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM37;229
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM36;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM35;223
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM34;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM33;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM32;247
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM31;240
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM30;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM29;256
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM28;217
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM27;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM26;209
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM25;217
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM24;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM23;212
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM22;234
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM21;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM20;291
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM19;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM18;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM17;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM16;296
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM15;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM14;267
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM13;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM12;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM11;283
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM10;279
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM09;313
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM08;288
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM07;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM06;272
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM05;279
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM04;301
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM03;272
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM02;279
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2004SM01;288
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM52;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM51;304
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM50;288
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM49;311
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM48;286
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM47;297
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM46;302
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM45;286
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM44;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM43;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM42;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM41;248
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM40;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM39;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM38;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM37;263
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM36;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM35;228
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM34;230
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM33;322
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM32;313
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM31;284
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM30;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM29;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM28;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM27;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM26;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM25;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM24;275
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM23;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM22;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM21;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM20;277
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM19;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM18;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM17;282
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM16;280
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM15;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM14;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM13;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM12;277
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM11;247
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM10;260
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM09;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM08;304
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM07;276
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM06;308
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM05;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM04;302
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM03;310
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM02;276
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2003SM01;306
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM52;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM51;297
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM50;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM49;242
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM48;301
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM47;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM46;252
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM45;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM44;248
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM43;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM42;277
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM41;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM40;235
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM39;229
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM38;242
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM37;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM36;257
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM35;219
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM34;234
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM33;228
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM32;240
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM31;267
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM30;227
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM29;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM28;226
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM27;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM26;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM25;264
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM24;270
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM23;217
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM22;233
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM21;218
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM20;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM19;243
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM18;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM17;247
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM16;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM15;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM14;293
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM13;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM12;273
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM11;276
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM10;302
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM09;276
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM08;291
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM07;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM06;278
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM05;315
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM04;316
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM03;321
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM02;351
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2002SM01;344
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM52;321
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM51;316
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM50;298
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM49;275
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM48;303
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM47;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM46;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM45;242
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM44;225
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM43;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM42;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM41;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM40;270
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM39;225
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM38;236
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM37;233
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM36;241
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM35;218
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM34;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM33;237
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM32;239
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM31;248
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM30;243
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM29;236
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM28;229
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM27;289
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM26;248
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM25;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM24;243
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM23;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM22;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM21;232
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM20;270
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM19;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM18;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM17;270
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM16;294
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM15;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM14;279
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM13;221
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM12;239
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM11;227
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM10;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM09;263
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM08;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM07;269
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM06;270
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM05;270
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM04;290
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM03;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM02;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2001SM01;293
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM52;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM51;241
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM50;246
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM49;243
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM48;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM47;285
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM46;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM45;266
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM44;227
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM43;251
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM42;268
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM41;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM40;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM39;249
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM38;232
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM37;261
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM36;229
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM35;254
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM34;253
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM33;255
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM32;217
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM31;243
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM30;235
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM29;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM28;234
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM27;231
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM26;248
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM25;245
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM24;288
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM23;250
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM22;272
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM21;223
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM20;247
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM19;257
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM18;260
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM17;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM16;237
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM15;256
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM14;258
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM13;281
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM12;262
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM11;276
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM10;244
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM09;272
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM08;286
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM07;274
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM06;297
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM05;283
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM04;328
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM03;323
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM02;380
Total Nacional;07 Castilla y León;Hombres;Todas las edades;Dato base;2000SM01;300
